Accuracy;False Alarm;Missed
0.0;4;896.0
2.184980226745384e-12;328;12183.789290596153
8.097084192025245e-05;106;581.2050595680058
8.224463191763503e-13;134;9858.237280833822
0.04142957904217174;15;208.3120097334531
